Variable Name,context,Item_content,Responses,Domain,Sub-Domain,min_response,max_response,order
EDANG10,In the past 7 days,"When I was mad at someone, I gave them the silent treatment",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG11,In the past 7 days,I felt like breaking things,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG12,In the past 7 days,I felt like hitting someone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG13,In the past 7 days,I was mad,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG14,In the past 7 days,It was difficult to let people know I was angry,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG15,In the past 7 days,I felt like I was ready to explode,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG16,In the past 7 days,"When I was angry, I sulked",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG17,In the past 7 days,I felt resentful when I didn't get my way,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG18,In the past 7 days,I felt guilty about my anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG19,In the past 7 days,I controlled my angry feelings,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG20,In the past 7 days,I lost my temper easily but got over it quickly,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG21,In the past 7 days,I felt bitter about things,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG22,In the past 7 days,I felt that people were trying to anger me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG23,In the past 7 days,I slammed doors in anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG24,In the past 7 days,I got into physical fights,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG25,In the past 7 days,I stayed angry for hours,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG26,In the past 7 days,I held grudges towards others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG27,In the past 7 days,"When I was angry, I let others know it",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG28,In the past 7 days,I felt angrier than I thought I should,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG29,In the past 7 days,I felt irritable,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG30,In the past 7 days,I was grouchy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG31,In the past 7 days,I was stubborn with others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG32,In the past 7 days,I threw things in anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG33,In the past 7 days,I physically threatened people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG34,In the past 7 days,I verbally threatened people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG35,In the past 7 days,I felt annoyed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG36,In the past 7 days,I refused to do what others asked of me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG37,In the past 7 days,I had a bad temper,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG38,In the past 7 days,I was jealous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG39,In the past 7 days,"When I lost my temper, I hit someone",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG40,In the past 7 days,I had outbursts of anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG41,In the past 7 days,"I got so angry, I felt like I lost control",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG42,In the past 7 days,I had trouble controlling my temper,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG43,In the past 7 days,I was quick-tempered,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG44,In the past 7 days,I was rude to people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG45,In the past 7 days,I was angry when I was delayed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG46,In the past 7 days,I spread gossip about people I did not like,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG47,In the past 7 days,"Even after I expressed my anger, I had trouble forgetting about it",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG48,In the past 7 days,I felt like I needed help for my anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG49,In the past 7 days,I argued with others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG50,In the past 7 days,I was angry when I did something stupid,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG51,In the past 7 days,I was impatient with others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG52,In the past 7 days,I was furious,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG53,In the past 7 days,"When I got angry, I was able to calm my feelings",5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG54,In the past 7 days,I was angry when something blocked my plans,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG55,In the past 7 days,I felt like yelling at someone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items,1,5,0.0
EDANG56,In the past 7 days,Just being around people irritated me,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Emotional Distress,Anger Items,1,5,0.0
EDANX01,In the past 7 days,I felt fearful,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX02,In the past 7 days,I felt frightened,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX03,In the past 7 days,It scared me when I felt nervous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX04,In the past 7 days,I found it difficult to sit still,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX05,In the past 7 days,I felt anxious,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX06,In the past 7 days,I worried about my physical health,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX07,In the past 7 days,I felt like I needed help for my anxiety,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX08,In the past 7 days,I was concerned about my mental health,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX09,In the past 7 days,I had unpleasant thoughts that wouldn't leave my mind,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX10,In the past 7 days,I had sore muscles,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX11,In the past 7 days,I felt weak in parts of my body,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX12,In the past 7 days,I felt upset,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX13,In the past 7 days,I had a racing or pounding heart,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX14,In the past 7 days,I avoided crowds,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX15,In the past 7 days,I felt exhausted,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX16,In the past 7 days,I was anxious if my normal routine was disturbed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX17,In the past 7 days,I had trouble falling asleep,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX18,In the past 7 days,I had sudden feelings of panic,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX19,In the past 7 days,My sleep was restless,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX20,In the past 7 days,I was easily startled,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX21,In the past 7 days,I had trouble paying attention,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX22,In the past 7 days,I had pains in my chest,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX23,In the past 7 days,I had trouble concentrating,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX24,In the past 7 days,I avoided public places or activities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX25,In the past 7 days,I had an upset stomach,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX26,In the past 7 days,I felt fidgety,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX27,In the past 7 days,I felt something awful would happen,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX28,In the past 7 days,I sweated easily,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX29,In the past 7 days,I had to check and double check what I did,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX30,In the past 7 days,I felt worried,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX31,In the past 7 days,I felt nervous when I was left alone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX32,In the past 7 days,I felt I was going crazy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX33,In the past 7 days,I felt terrified,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX34,In the past 7 days,I suddenly felt scared for no reason,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX35,In the past 7 days,I felt nauseous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX36,In the past 7 days,I felt shaky,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX37,In the past 7 days,I worried about other people's reactions to me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX38,In the past 7 days,I was concerned about my physical health,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX39,In the past 7 days,I worried about dying,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX40,In the past 7 days,I found it hard to focus on anything other than my anxiety,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX41,In the past 7 days,My worries overwhelmed me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX42,In the past 7 days,I felt shy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX43,In the past 7 days,I had trouble remembering things,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX44,In the past 7 days,I had twitching or trembling muscles,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX45,In the past 7 days,I had shortness of breath,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX46,In the past 7 days,I felt nervous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX47,In the past 7 days,I felt indecisive,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX48,In the past 7 days,Many situations made me worry,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX49,In the past 7 days,I had difficulty sleeping,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX50,In the past 7 days,I had headaches,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX51,In the past 7 days,I had trouble relaxing,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX52,In the past 7 days,"I had to repeat the same actions over and over (for example, counting, hand washing, etc)",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX53,In the past 7 days,I felt uneasy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX54,In the past 7 days,I felt tense,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX55,In the past 7 days,I had difficulty calming down,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
EDANX56,In the past 7 days,I avoided leaving home,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items,1,5,0.0
