Variable Name,context,Item_content,Responses,Domain,Sub-Domain
EDANG11,In the past 7 days,I felt like breaking things,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG12,In the past 7 days,I felt like hitting someone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG13,In the past 7 days,I was mad,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG14,In the past 7 days,It was difficult to let people know I was angry,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Emotional Distress,Anger Items
EDANG15,In the past 7 days,I felt like I was ready to explode,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG16,In the past 7 days,"When I was angry, I sulked",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG17,In the past 7 days,I felt resentful when I didn't get my way,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG18,In the past 7 days,I felt guilty about my anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG19,In the past 7 days,I controlled my angry feelings,5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Emotional Distress,Anger Items
EDANG20,In the past 7 days,I lost my temper easily but got over it quickly,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG21,In the past 7 days,I felt bitter about things,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG22,In the past 7 days,I felt that people were trying to anger me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG23,In the past 7 days,I slammed doors in anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG24,In the past 7 days,I got into physical fights,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG25,In the past 7 days,I stayed angry for hours,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG26,In the past 7 days,I held grudges towards others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG27,In the past 7 days,"When I was angry, I let others know it",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG28,In the past 7 days,I felt angrier than I thought I should,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG29,In the past 7 days,I felt irritable,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG30,In the past 7 days,I was grouchy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG31,In the past 7 days,I was stubborn with others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG32,In the past 7 days,I threw things in anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG33,In the past 7 days,I physically threatened people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG34,In the past 7 days,I verbally threatened people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG35,In the past 7 days,I felt annoyed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG36,In the past 7 days,I refused to do what others asked of me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG37,In the past 7 days,I had a bad temper,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG38,In the past 7 days,I was jealous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG39,In the past 7 days,"When I lost my temper, I hit someone",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG40,In the past 7 days,I had outbursts of anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG41,In the past 7 days,"I got so angry, I felt like I lost control",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG42,In the past 7 days,I had trouble controlling my temper,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG43,In the past 7 days,I was quick-tempered,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG44,In the past 7 days,I was rude to people,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG45,In the past 7 days,I was angry when I was delayed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG46,In the past 7 days,I spread gossip about people I did not like,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG47,In the past 7 days,"Even after I expressed my anger, I had trouble forgetting about it",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG48,In the past 7 days,I felt like I needed help for my anger,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG49,In the past 7 days,I argued with others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG50,In the past 7 days,I was angry when I did something stupid,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG51,In the past 7 days,I was impatient with others,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG52,In the past 7 days,I was furious,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG53,In the past 7 days,"When I got angry, I was able to calm my feelings",5 = Never 4 = Rarely 3 = Sometimes 2 = Often 1 = Always,Emotional Distress,Anger Items
EDANG54,In the past 7 days,I was angry when something blocked my plans,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG55,In the past 7 days,I felt like yelling at someone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anger Items
EDANG56,In the past 7 days,Just being around people irritated me,1 = Not at all 2 = A little bit 3 = Somewhat 4 = Quite a bit 5 = Very much,Emotional Distress,Anger Items
EDANX01,In the past 7 days,I felt fearful,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX02,In the past 7 days,I felt frightened,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX03,In the past 7 days,It scared me when I felt nervous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX04,In the past 7 days,I found it difficult to sit still,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX05,In the past 7 days,I felt anxious,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX06,In the past 7 days,I worried about my physical health,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX07,In the past 7 days,I felt like I needed help for my anxiety,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX08,In the past 7 days,I was concerned about my mental health,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX09,In the past 7 days,I had unpleasant thoughts that wouldn't leave my mind,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX10,In the past 7 days,I had sore muscles,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX11,In the past 7 days,I felt weak in parts of my body,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX12,In the past 7 days,I felt upset,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX13,In the past 7 days,I had a racing or pounding heart,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX14,In the past 7 days,I avoided crowds,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX15,In the past 7 days,I felt exhausted,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX16,In the past 7 days,I was anxious if my normal routine was disturbed,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX17,In the past 7 days,I had trouble falling asleep,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX18,In the past 7 days,I had sudden feelings of panic,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX19,In the past 7 days,My sleep was restless,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX20,In the past 7 days,I was easily startled,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX21,In the past 7 days,I had trouble paying attention,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX22,In the past 7 days,I had pains in my chest,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX23,In the past 7 days,I had trouble concentrating,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX24,In the past 7 days,I avoided public places or activities,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX25,In the past 7 days,I had an upset stomach,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX26,In the past 7 days,I felt fidgety,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX27,In the past 7 days,I felt something awful would happen,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX28,In the past 7 days,I sweated easily,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX29,In the past 7 days,I had to check and double check what I did,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX30,In the past 7 days,I felt worried,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX31,In the past 7 days,I felt nervous when I was left alone,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX32,In the past 7 days,I felt I was going crazy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX33,In the past 7 days,I felt terrified,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX34,In the past 7 days,I suddenly felt scared for no reason,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX35,In the past 7 days,I felt nauseous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX36,In the past 7 days,I felt shaky,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX37,In the past 7 days,I worried about other people's reactions to me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX38,In the past 7 days,I was concerned about my physical health,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX39,In the past 7 days,I worried about dying,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX40,In the past 7 days,I found it hard to focus on anything other than my anxiety,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX41,In the past 7 days,My worries overwhelmed me,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX42,In the past 7 days,I felt shy,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX43,In the past 7 days,I had trouble remembering things,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX44,In the past 7 days,I had twitching or trembling muscles,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX45,In the past 7 days,I had shortness of breath,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX46,In the past 7 days,I felt nervous,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX47,In the past 7 days,I felt indecisive,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX48,In the past 7 days,Many situations made me worry,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX49,In the past 7 days,I had difficulty sleeping,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX50,In the past 7 days,I had headaches,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX51,In the past 7 days,I had trouble relaxing,1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
EDANX52,In the past 7 days,"I had to repeat the same actions over and over (for example, counting, hand washing, etc)",1 = Never 2 = Rarely 3 = Sometimes 4 = Often 5 = Always,Emotional Distress,Anxiety Items
